Line,le_1,i_1,null_1,null_2,SHIP_1,SHIP_2,lo_1,l_1,e_1,o_1,o_2,null_3,null_4,BOOK_1,BOOK_2,una_1,a_1,null_5,null_6,BALL_1,BALL_2,la_1,a_2,un_1,null_7,null_8,ANCHOR_1,ANCHOR_2,li_1,i_2,null_9,null_10,TOMATO_1,TOMATO_2,POTATO_1,POTATO_2,e_2,null_11,SHIP_3,e_3,null_12,null_13,ANCHOR_3,uno_1,CASTLE_1,CASTLE_2,null_14,KEY_1,KEY_2,null_15,SHELF_1,SHELF_2,MOUSE_1,MOUSE_2,SHELF_3,CASTLE_3,MOUSE_3,FROG_1,FROG_2,POTATO_3,null_16,null_17,null_18,FROG_3,FLOWER_1,FLOWER_2,BALL_3,KEY_3,null_19,null_20,BOOK_3,null_21,null_22,null_23,null_24,TOMATO_3,FLOWER_3,null_25,null_26,null_27,null_28,null_29,null_30
77,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,28.80000000000016,15.199999999999982,16.69999999999999,9.700000000000001,10.0,10.1,9.8,10.1,10.2,9.8,10.0,10.0,9.8,10.2,10.0,17.900000000000006,16.299999999999983,9.600000000000001,10.1,9.9,9.9,10.1,14.899999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.800000000000004,10.1,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.799999999999997,10.299999999999999,10.2,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
78,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,29.300000000000168,15.299999999999981,17.099999999999994,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.8,10.0,10.0,9.8,10.2,10.0,17.900000000000006,16.399999999999984,9.600000000000001,10.1,9.9,9.9,10.1,14.999999999999982,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.800000000000004,10.1,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
79,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,29.600000000000172,15.39999999999998,17.099999999999994,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.700000000000001,10.0,10.0,9.8,10.2,10.0,18.10000000000001,16.499999999999986,9.600000000000001,10.1,9.9,9.9,10.1,15.099999999999982,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.800000000000004,10.1,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
80,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,29.700000000000173,15.39999999999998,17.099999999999994,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.700000000000001,10.0,10.0,9.8,10.2,10.0,18.10000000000001,16.599999999999987,9.600000000000001,10.1,9.9,9.9,10.1,15.099999999999982,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.700000000000005,10.0,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
81,10.0,10.2,10.0,10.2,10.1,9.8,9.600000000000001,30.10000000000018,15.49999999999998,17.099999999999994,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.700000000000001,10.0,10.0,9.8,10.2,10.0,18.400000000000013,16.69999999999999,9.600000000000001,10.1,9.9,9.9,10.1,15.199999999999982,9.600000000000001,10.299999999999999,9.8,10.1,9.9,10.2,8.600000000000005,10.0,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
82,10.0,10.2,10.0,10.2,10.1,9.8,9.600000000000001,30.400000000000183,15.59999999999998,17.4,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.700000000000001,10.0,10.0,9.8,10.2,10.0,18.400000000000013,16.79999999999999,9.600000000000001,10.1,9.9,9.9,10.1,15.299999999999981,9.600000000000001,10.299999999999999,9.8,10.1,9.9,10.2,8.500000000000005,10.0,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
83,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,30.80000000000019,15.69999999999998,17.4,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.700000000000001,10.0,10.0,9.8,10.2,10.0,18.700000000000017,16.89999999999999,9.600000000000001,10.1,9.9,9.9,10.1,15.39999999999998,9.600000000000001,10.299999999999999,9.8,10.1,9.9,10.2,8.400000000000006,10.0,9.9,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.8,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
84,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,31.100000000000193,15.79999999999998,17.4,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.600000000000001,10.0,10.0,9.8,10.1,10.0,19.00000000000002,16.999999999999993,9.600000000000001,10.1,9.9,9.9,10.1,15.49999999999998,9.600000000000001,10.299999999999999,9.8,10.1,9.9,10.2,8.400000000000006,10.0,9.9,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.1,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.8,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
85,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,31.400000000000198,15.899999999999979,17.700000000000003,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.600000000000001,10.0,10.0,9.8,10.1,10.0,19.00000000000002,17.099999999999994,9.600000000000001,10.1,9.9,9.9,10.1,15.59999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.300000000000006,10.0,9.9,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.8,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.299999999999999,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
86,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,31.700000000000202,15.999999999999979,17.700000000000003,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.600000000000001,10.0,10.0,9.8,10.1,10.0,19.300000000000026,17.199999999999996,9.600000000000001,10.1,9.8,9.9,10.1,15.69999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.200000000000006,10.0,9.9,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.8,9.9,9.9,10.0,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
87,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,32.20000000000021,16.09999999999998,17.700000000000003,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.600000000000001,10.0,10.0,9.8,10.1,10.0,19.70000000000003,17.299999999999997,9.600000000000001,10.1,9.8,9.9,10.1,15.79999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.300000000000006,10.0,10.0,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.9,9.700000000000001,9.8,9.9,9.9,10.299999999999999,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
88,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,32.50000000000021,16.19999999999998,18.000000000000007,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.500000000000002,10.0,10.0,9.8,10.1,10.0,19.60000000000003,17.4,9.600000000000001,10.0,9.8,9.9,10.1,15.899999999999979,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.300000000000006,10.0,10.0,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.700000000000001,9.8,9.9,9.9,10.299999999999999,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
89,10.0,10.2,10.0,10.2,10.1,9.8,9.500000000000002,32.90000000000022,16.299999999999983,18.30000000000001,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.500000000000002,10.0,10.0,9.8,10.1,9.9,19.60000000000003,17.5,9.600000000000001,10.0,9.8,9.9,10.1,15.999999999999979,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.200000000000006,9.9,10.0,9.300000000000002,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.700000000000001,9.8,9.9,9.9,10.299999999999999,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
90,9.9,10.2,10.0,10.2,10.1,9.8,9.500000000000002,33.20000000000022,16.299999999999983,18.400000000000013,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.500000000000002,10.0,10.0,9.8,10.1,9.9,19.70000000000003,17.5,9.600000000000001,10.0,9.8,9.9,10.1,16.19999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.200000000000006,9.9,10.0,9.200000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.299999999999999,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
91,9.9,10.2,10.0,10.2,10.1,9.8,9.500000000000002,33.300000000000225,16.299999999999983,18.500000000000014,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.500000000000002,10.0,10.0,9.8,10.1,9.9,19.60000000000003,17.6,9.600000000000001,10.0,9.8,9.9,10.1,16.19999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.100000000000007,9.9,10.0,9.200000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
92,9.9,10.2,10.0,10.2,10.1,9.8,9.500000000000002,33.400000000000226,16.299999999999983,18.500000000000014,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.400000000000002,10.0,10.0,9.8,10.1,9.9,19.60000000000003,17.700000000000003,9.600000000000001,9.9,9.8,9.9,10.1,16.19999999999998,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.100000000000007,9.9,9.9,9.200000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,10.0,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
93,9.8,10.1,10.0,10.2,10.1,9.8,9.500000000000002,33.70000000000023,16.299999999999983,18.600000000000016,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.400000000000002,10.0,10.0,9.8,10.1,9.9,19.70000000000003,17.700000000000003,9.600000000000001,9.9,9.8,9.9,10.1,16.399999999999984,9.600000000000001,10.2,9.8,10.1,9.9,10.2,8.100000000000007,9.8,9.9,9.200000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
94,9.8,10.1,10.0,10.2,10.1,9.8,9.500000000000002,33.90000000000023,16.499999999999986,18.700000000000017,9.8,10.0,10.299999999999999,9.8,10.1,10.2,9.400000000000002,10.0,10.0,9.8,10.1,9.9,19.800000000000033,17.700000000000003,9.500000000000002,9.9,9.8,9.9,10.1,16.399999999999984,9.600000000000001,10.2,9.8,10.1,9.9,10.1,8.100000000000007,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
95,9.8,10.1,10.0,10.2,10.1,9.8,9.500000000000002,34.000000000000234,16.499999999999986,18.80000000000002,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.400000000000002,10.0,10.0,9.8,10.1,9.9,19.70000000000003,17.800000000000004,9.400000000000002,9.9,9.8,9.9,10.1,16.399999999999984,9.600000000000001,10.2,9.8,10.1,9.9,10.1,8.100000000000007,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,9.9,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.2,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
96,9.8,10.1,10.0,10.2,10.1,9.8,9.500000000000002,34.100000000000236,16.499999999999986,19.00000000000002,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.400000000000002,10.0,10.0,9.8,10.1,9.9,19.70000000000003,18.10000000000001,9.400000000000002,9.9,9.8,9.9,10.1,16.399999999999984,9.600000000000001,10.2,9.8,10.1,9.9,10.1,8.200000000000006,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.8,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.599999999999998,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
97,9.8,10.1,10.0,10.2,10.1,9.8,9.500000000000002,34.40000000000024,16.599999999999987,19.00000000000002,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.000000000000036,18.20000000000001,9.400000000000002,9.9,9.8,9.9,10.1,16.499999999999986,9.600000000000001,10.2,9.8,10.1,9.9,10.1,8.200000000000006,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.399999999999999,10.999999999999996,10.599999999999998,10.399999999999999,10.0,10.0,10.2,10.299999999999999,10.1,10.1,,
98,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,34.800000000000246,16.599999999999987,19.100000000000023,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.100000000000037,18.20000000000001,9.400000000000002,9.9,9.8,9.9,10.1,16.79999999999999,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.200000000000006,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.599999999999998,11.199999999999996,10.799999999999997,10.399999999999999,10.1,10.0,10.2,10.299999999999999,10.1,10.1,,
99,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,35.30000000000025,16.69999999999999,19.50000000000003,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.100000000000037,18.30000000000001,9.400000000000002,9.9,9.8,9.9,10.1,16.89999999999999,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.300000000000006,9.8,9.9,9.100000000000003,9.500000000000002,10.399999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,10.0,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,10.0,10.599999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
100,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,35.500000000000256,16.599999999999987,19.60000000000003,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.2,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.20000000000004,18.30000000000001,9.400000000000002,9.9,9.8,9.9,10.1,17.099999999999994,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.300000000000006,9.8,9.9,9.000000000000004,9.500000000000002,10.299999999999999,9.9,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,10.0,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,9.9,10.599999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
101,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,35.60000000000026,16.599999999999987,19.60000000000003,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.1,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.30000000000004,18.500000000000014,9.400000000000002,9.9,9.8,9.9,10.1,17.099999999999994,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.200000000000006,9.8,9.9,9.000000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,10.0,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,9.9,10.599999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
102,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,35.90000000000026,16.599999999999987,19.70000000000003,9.700000000000001,10.0,10.299999999999999,9.8,10.1,10.1,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.40000000000004,18.500000000000014,9.400000000000002,9.9,9.8,9.9,10.0,17.299999999999997,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.200000000000006,9.700000000000001,9.9,8.900000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.9,9.9,10.2,9.9,10.599999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
103,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.00000000000026,16.599999999999987,19.70000000000003,9.600000000000001,10.0,10.299999999999999,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.500000000000043,18.700000000000017,9.400000000000002,9.9,9.8,9.9,10.0,17.299999999999997,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.1,8.200000000000006,9.700000000000001,9.9,8.900000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.8,9.9,10.2,9.9,10.599999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
104,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.100000000000264,16.599999999999987,19.70000000000003,9.600000000000001,10.0,10.299999999999999,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.500000000000043,18.80000000000002,9.400000000000002,9.9,9.8,9.9,10.0,17.299999999999997,9.600000000000001,10.399999999999999,9.8,10.0,9.9,10.1,8.100000000000007,9.700000000000001,9.9,8.900000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.2,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.8,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.1,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
105,9.8,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.40000000000027,16.69999999999999,19.900000000000034,9.600000000000001,10.0,10.299999999999999,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.500000000000043,18.90000000000002,9.400000000000002,9.9,9.8,9.9,10.0,17.4,9.600000000000001,10.399999999999999,9.8,10.0,9.9,10.1,8.000000000000007,9.700000000000001,9.9,8.900000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.8,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,10.0,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
106,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.70000000000027,16.69999999999999,20.000000000000036,9.600000000000001,10.0,10.299999999999999,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.600000000000044,18.90000000000002,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.399999999999999,9.8,10.0,9.9,10.1,8.000000000000007,9.700000000000001,9.9,8.800000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.8,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
